image_id,artifact_type,artifact_path,canonical_ann_id,reason,stratum_signature,review_status,critical_visual_failure,review_notes
b3f4af84fa71fe204eb105ce430deef3,full_image,full_image/b3f4af84fa71fe204eb105ce430deef3.png,,extremum:dim_min_w;extremum:dim_min_h;extremum:px_min;no_finding_strata_diverse,BitsAllocated=16|BitsStored=12|HighBit=11|Modality=ABSENT|NumberOfFrames_effective=1|PhotometricInterpretation=MONOCHROME1|PixelRepresentation=0|PresentationLUTSequence_present=False|PresentationLUTShape=ABSENT|SOPClassUID=ABSENT|SamplesPerPixel=1|TransferSyntaxUID=1.2.840.10008.1.2.4.90|VOILUTFunction=ABSENT|modality_lut=absent|padding=absent|rescale=absent|voi_lut=absent|window=absent,PENDING_GPT,,
b3f4af84fa71fe204eb105ce430deef3,difference_heatmap,difference_heatmaps/b3f4af84fa71fe204eb105ce430deef3.png,,extremum:dim_min_w;extremum:dim_min_h;extremum:px_min;no_finding_strata_diverse,BitsAllocated=16|BitsStored=12|HighBit=11|Modality=ABSENT|NumberOfFrames_effective=1|PhotometricInterpretation=MONOCHROME1|PixelRepresentation=0|PresentationLUTSequence_present=False|PresentationLUTShape=ABSENT|SOPClassUID=ABSENT|SamplesPerPixel=1|TransferSyntaxUID=1.2.840.10008.1.2.4.90|VOILUTFunction=ABSENT|modality_lut=absent|padding=absent|rescale=absent|voi_lut=absent|window=absent,PENDING_GPT,,
3fd3aa2d64f365c666ce7de3d5352226,full_image,full_image/3fd3aa2d64f365c666ce7de3d5352226.png,,extremum:dim_max_w,BitsAllocated=16|BitsStored=12|HighBit=11|Modality=ABSENT|NumberOfFrames_effective=1|PhotometricInterpretation=MONOCHROME2|PixelRepresentation=0|PresentationLUTSequence_present=False|PresentationLUTShape=ABSENT|SOPClassUID=ABSENT|SamplesPerPixel=1|TransferSyntaxUID=1.2.840.10008.1.2.1|VOILUTFunction=ABSENT|modality_lut=absent|padding=absent|rescale=identity|voi_lut=absent|window=single_valid,PENDING_GPT,,
3fd3aa2d64f365c666ce7de3d5352226,difference_heatmap,difference_heatmaps/3fd3aa2d64f365c666ce7de3d5352226.png,,extremum:dim_max_w,BitsAllocated=16|BitsStored=12|HighBit=11|Modality=ABSENT|NumberOfFrames_effective=1|PhotometricInterpretation=MONOCHROME2|PixelRepresentation=0|PresentationLUTSequence_present=False|PresentationLUTShape=ABSENT|SOPClassUID=ABSENT|SamplesPerPixel=1|TransferSyntaxUID=1.2.840.10008.1.2.1|VOILUTFunction=ABSENT|modality_lut=absent|padding=absent|rescale=identity|voi_lut=absent|window=single_valid,PENDING_GPT,,
b770403a1d0ab861f1944f8b896afcae,full_image,full_image/b770403a1d0ab861f1944f8b896afcae.png,,extremum:dim_max_h,BitsAllocated=16|BitsStored=12|HighBit=11|Modality=ABSENT|NumberOfFrames_effective=1|PhotometricInterpretation=MONOCHROME2|PixelRepresentation=0|PresentationLUTSequence_present=False|PresentationLUTShape=ABSENT|SOPClassUID=ABSENT|SamplesPerPixel=1|TransferSyntaxUID=1.2.840.10008.1.2.1|VOILUTFunction=ABSENT|modality_lut=absent|padding=absent|rescale=identity|voi_lut=absent|window=single_valid,PENDING_GPT,,
b770403a1d0ab861f1944f8b896afcae,difference_heatmap,difference_heatmaps/b770403a1d0ab861f1944f8b896afcae.png,,extremum:dim_max_h,BitsAllocated=16|BitsStored=12|HighBit=11|Modality=ABSENT|NumberOfFrames_effective=1|PhotometricInterpretation=MONOCHROME2|PixelRepresentation=0|PresentationLUTSequence_present=False|PresentationLUTShape=ABSENT|SOPClassUID=ABSENT|SamplesPerPixel=1|TransferSyntaxUID=1.2.840.10008.1.2.1|VOILUTFunction=ABSENT|modality_lut=absent|padding=absent|rescale=identity|voi_lut=absent|window=single_valid,PENDING_GPT,,
191af4a0c5c47c05b06b88f7d6ec671d,full_image,full_image/191af4a0c5c47c05b06b88f7d6ec671d.png,,extremum:px_max,BitsAllocated=16|BitsStored=12|HighBit=11|Modality=ABSENT|NumberOfFrames_effective=1|PhotometricInterpretation=MONOCHROME2|PixelRepresentation=0|PresentationLUTSequence_present=False|PresentationLUTShape=ABSENT|SOPClassUID=ABSENT|SamplesPerPixel=1|TransferSyntaxUID=1.2.840.10008.1.2.1|VOILUTFunction=ABSENT|modality_lut=absent|padding=absent|rescale=identity|voi_lut=absent|window=single_valid,PENDING_GPT,,
191af4a0c5c47c05b06b88f7d6ec671d,difference_heatmap,difference_heatmaps/191af4a0c5c47c05b06b88f7d6ec671d.png,,extremum:px_max,BitsAllocated=16|BitsStored=12|HighBit=11|Modality=ABSENT|NumberOfFrames_effective=1|PhotometricInterpretation=MONOCHROME2|PixelRepresentation=0|PresentationLUTSequence_present=False|PresentationLUTShape=ABSENT|SOPClassUID=ABSENT|SamplesPerPixel=1|TransferSyntaxUID=1.2.840.10008.1.2.1|VOILUTFunction=ABSENT|modality_lut=absent|padding=absent|rescale=identity|voi_lut=absent|window=single_valid,PENDING_GPT,,
4b001bab36d94f73c1ead3ab74690dbc,full_image,full_image/4b001bab36d94f73c1ead3ab74690dbc.png,,extremum:bbox_abs_min,BitsAllocated=16|BitsStored=12|HighBit=11|Modality=ABSENT|NumberOfFrames_effective=1|PhotometricInterpretation=MONOCHROME1|PixelRepresentation=0|PresentationLUTSequence_present=False|PresentationLUTShape=ABSENT|SOPClassUID=ABSENT|SamplesPerPixel=1|TransferSyntaxUID=1.2.840.10008.1.2|VOILUTFunction=ABSENT|modality_lut=absent|padding=absent|rescale=absent|voi_lut=absent|window=absent,PENDING_GPT,,
4b001bab36d94f73c1ead3ab74690dbc,difference_heatmap,difference_heatmaps/4b001bab36d94f73c1ead3ab74690dbc.png,,extremum:bbox_abs_min,BitsAllocated=16|BitsStored=12|HighBit=11|Modality=ABSENT|NumberOfFrames_effective=1|PhotometricInterpretation=MONOCHROME1|PixelRepresentation=0|PresentationLUTSequence_present=False|PresentationLUTShape=ABSENT|SOPClassUID=ABSENT|SamplesPerPixel=1|TransferSyntaxUID=1.2.840.10008.1.2|VOILUTFunction=ABSENT|modality_lut=absent|padding=absent|rescale=absent|voi_lut=absent|window=absent,PENDING_GPT,,
0d30dc1e0070e7a934f39452e3ad3b83,full_image,full_image/0d30dc1e0070e7a934f39452e3ad3b83.png,,extremum:bbox_abs_max;extremum:bbox_rel_max,BitsAllocated=16|BitsStored=12|HighBit=11|Modality=ABSENT|NumberOfFrames_effective=1|PhotometricInterpretation=MONOCHROME1|PixelRepresentation=0|PresentationLUTSequence_present=False|PresentationLUTShape=ABSENT|SOPClassUID=ABSENT|SamplesPerPixel=1|TransferSyntaxUID=1.2.840.10008.1.2.4.90|VOILUTFunction=ABSENT|modality_lut=absent|padding=absent|rescale=absent|voi_lut=absent|window=absent,PENDING_GPT,,
0d30dc1e0070e7a934f39452e3ad3b83,difference_heatmap,difference_heatmaps/0d30dc1e0070e7a934f39452e3ad3b83.png,,extremum:bbox_abs_max;extremum:bbox_rel_max,BitsAllocated=16|BitsStored=12|HighBit=11|Modality=ABSENT|NumberOfFrames_effective=1|PhotometricInterpretation=MONOCHROME1|PixelRepresentation=0|PresentationLUTSequence_present=False|PresentationLUTShape=ABSENT|SOPClassUID=ABSENT|SamplesPerPixel=1|TransferSyntaxUID=1.2.840.10008.1.2.4.90|VOILUTFunction=ABSENT|modality_lut=absent|padding=absent|rescale=absent|voi_lut=absent|window=absent,PENDING_GPT,,
498ac0c4815a890629cf509446a47238,full_image,full_image/498ac0c4815a890629cf509446a47238.png,,extremum:bbox_rel_min,BitsAllocated=16|BitsStored=14|HighBit=13|Modality=ABSENT|NumberOfFrames_effective=1|PhotometricInterpretation=MONOCHROME2|PixelRepresentation=0|PresentationLUTSequence_present=False|PresentationLUTShape=ABSENT|SOPClassUID=ABSENT|SamplesPerPixel=1|TransferSyntaxUID=1.2.840.10008.1.2|VOILUTFunction=ABSENT|modality_lut=absent|padding=absent|rescale=absent|voi_lut=absent|window=single_valid,PENDING_GPT,,
498ac0c4815a890629cf509446a47238,difference_heatmap,difference_heatmaps/498ac0c4815a890629cf509446a47238.png,,extremum:bbox_rel_min,BitsAllocated=16|BitsStored=14|HighBit=13|Modality=ABSENT|NumberOfFrames_effective=1|PhotometricInterpretation=MONOCHROME2|PixelRepresentation=0|PresentationLUTSequence_present=False|PresentationLUTShape=ABSENT|SOPClassUID=ABSENT|SamplesPerPixel=1|TransferSyntaxUID=1.2.840.10008.1.2|VOILUTFunction=ABSENT|modality_lut=absent|padding=absent|rescale=absent|voi_lut=absent|window=single_valid,PENDING_GPT,,
de15c0fca6c7441dd089122ad074a7f3,full_image,full_image/de15c0fca6c7441dd089122ad074a7f3.png,,worst_q95_whole_image,BitsAllocated=16|BitsStored=12|HighBit=11|Modality=ABSENT|NumberOfFrames_effective=1|PhotometricInterpretation=MONOCHROME1|PixelRepresentation=0|PresentationLUTSequence_present=False|PresentationLUTShape=ABSENT|SOPClassUID=ABSENT|SamplesPerPixel=1|TransferSyntaxUID=1.2.840.10008.1.2.4.90|VOILUTFunction=ABSENT|modality_lut=absent|padding=absent|rescale=identity|voi_lut=absent|window=single_valid,PENDING_GPT,,
de15c0fca6c7441dd089122ad074a7f3,difference_heatmap,difference_heatmaps/de15c0fca6c7441dd089122ad074a7f3.png,,worst_q95_whole_image,BitsAllocated=16|BitsStored=12|HighBit=11|Modality=ABSENT|NumberOfFrames_effective=1|PhotometricInterpretation=MONOCHROME1|PixelRepresentation=0|PresentationLUTSequence_present=False|PresentationLUTShape=ABSENT|SOPClassUID=ABSENT|SamplesPerPixel=1|TransferSyntaxUID=1.2.840.10008.1.2.4.90|VOILUTFunction=ABSENT|modality_lut=absent|padding=absent|rescale=identity|voi_lut=absent|window=single_valid,PENDING_GPT,,
b0bef1b57611726c4b0c636264fe5061,full_image,full_image/b0bef1b57611726c4b0c636264fe5061.png,,worst_q95_whole_image,BitsAllocated=16|BitsStored=12|HighBit=11|Modality=ABSENT|NumberOfFrames_effective=1|PhotometricInterpretation=MONOCHROME2|PixelRepresentation=0|PresentationLUTSequence_present=False|PresentationLUTShape=ABSENT|SOPClassUID=ABSENT|SamplesPerPixel=1|TransferSyntaxUID=1.2.840.10008.1.2.4.90|VOILUTFunction=ABSENT|modality_lut=absent|padding=absent|rescale=identity|voi_lut=absent|window=single_valid,PENDING_GPT,,
b0bef1b57611726c4b0c636264fe5061,difference_heatmap,difference_heatmaps/b0bef1b57611726c4b0c636264fe5061.png,,worst_q95_whole_image,BitsAllocated=16|BitsStored=12|HighBit=11|Modality=ABSENT|NumberOfFrames_effective=1|PhotometricInterpretation=MONOCHROME2|PixelRepresentation=0|PresentationLUTSequence_present=False|PresentationLUTShape=ABSENT|SOPClassUID=ABSENT|SamplesPerPixel=1|TransferSyntaxUID=1.2.840.10008.1.2.4.90|VOILUTFunction=ABSENT|modality_lut=absent|padding=absent|rescale=identity|voi_lut=absent|window=single_valid,PENDING_GPT,,
61e0b38cea96d57adb044ac496e556ff,full_image,full_image/61e0b38cea96d57adb044ac496e556ff.png,,worst_q95_whole_image,BitsAllocated=16|BitsStored=12|HighBit=11|Modality=ABSENT|NumberOfFrames_effective=1|PhotometricInterpretation=MONOCHROME2|PixelRepresentation=0|PresentationLUTSequence_present=False|PresentationLUTShape=ABSENT|SOPClassUID=ABSENT|SamplesPerPixel=1|TransferSyntaxUID=1.2.840.10008.1.2.4.90|VOILUTFunction=ABSENT|modality_lut=absent|padding=absent|rescale=identity|voi_lut=absent|window=single_valid,PENDING_GPT,,
61e0b38cea96d57adb044ac496e556ff,difference_heatmap,difference_heatmaps/61e0b38cea96d57adb044ac496e556ff.png,,worst_q95_whole_image,BitsAllocated=16|BitsStored=12|HighBit=11|Modality=ABSENT|NumberOfFrames_effective=1|PhotometricInterpretation=MONOCHROME2|PixelRepresentation=0|PresentationLUTSequence_present=False|PresentationLUTShape=ABSENT|SOPClassUID=ABSENT|SamplesPerPixel=1|TransferSyntaxUID=1.2.840.10008.1.2.4.90|VOILUTFunction=ABSENT|modality_lut=absent|padding=absent|rescale=identity|voi_lut=absent|window=single_valid,PENDING_GPT,,
18ca65f3991cd9e0339abe5d0dcdfc71,full_image,full_image/18ca65f3991cd9e0339abe5d0dcdfc71.png,,no_finding_strata_diverse,BitsAllocated=16|BitsStored=12|HighBit=11|Modality=ABSENT|NumberOfFrames_effective=1|PhotometricInterpretation=MONOCHROME2|PixelRepresentation=0|PresentationLUTSequence_present=False|PresentationLUTShape=ABSENT|SOPClassUID=ABSENT|SamplesPerPixel=1|TransferSyntaxUID=1.2.840.10008.1.2|VOILUTFunction=ABSENT|modality_lut=absent|padding=absent|rescale=identity|voi_lut=absent|window=single_valid,PENDING_GPT,,
18ca65f3991cd9e0339abe5d0dcdfc71,difference_heatmap,difference_heatmaps/18ca65f3991cd9e0339abe5d0dcdfc71.png,,no_finding_strata_diverse,BitsAllocated=16|BitsStored=12|HighBit=11|Modality=ABSENT|NumberOfFrames_effective=1|PhotometricInterpretation=MONOCHROME2|PixelRepresentation=0|PresentationLUTSequence_present=False|PresentationLUTShape=ABSENT|SOPClassUID=ABSENT|SamplesPerPixel=1|TransferSyntaxUID=1.2.840.10008.1.2|VOILUTFunction=ABSENT|modality_lut=absent|padding=absent|rescale=identity|voi_lut=absent|window=single_valid,PENDING_GPT,,
144e272e04daf6ac8d36548ea766da37,full_image,full_image/144e272e04daf6ac8d36548ea766da37.png,,no_finding_strata_diverse,BitsAllocated=16|BitsStored=12|HighBit=11|Modality=ABSENT|NumberOfFrames_effective=1|PhotometricInterpretation=MONOCHROME2|PixelRepresentation=0|PresentationLUTSequence_present=False|PresentationLUTShape=ABSENT|SOPClassUID=ABSENT|SamplesPerPixel=1|TransferSyntaxUID=1.2.840.10008.1.2.4.90|VOILUTFunction=ABSENT|modality_lut=absent|padding=absent|rescale=identity|voi_lut=absent|window=single_valid,PENDING_GPT,,
144e272e04daf6ac8d36548ea766da37,difference_heatmap,difference_heatmaps/144e272e04daf6ac8d36548ea766da37.png,,no_finding_strata_diverse,BitsAllocated=16|BitsStored=12|HighBit=11|Modality=ABSENT|NumberOfFrames_effective=1|PhotometricInterpretation=MONOCHROME2|PixelRepresentation=0|PresentationLUTSequence_present=False|PresentationLUTShape=ABSENT|SOPClassUID=ABSENT|SamplesPerPixel=1|TransferSyntaxUID=1.2.840.10008.1.2.4.90|VOILUTFunction=ABSENT|modality_lut=absent|padding=absent|rescale=identity|voi_lut=absent|window=single_valid,PENDING_GPT,,
