image_id,selected,source_row_count,no_finding_row_count,package_image_type,chunk_id,zip_name,selected_from,no_finding_verified_by_train_csv
00291f7aff0123ea76a59998effef229,True,3,3,normal,32,vinbigdata_subset_dicom_part_032.zip,package_manifest_validated_by_train_csv_and_dicom_inventory,True
004d2bc2111d639f5e8441ced52d55cb,True,3,3,normal,32,vinbigdata_subset_dicom_part_032.zip,package_manifest_validated_by_train_csv_and_dicom_inventory,True
00a9f697d85a506d5b281f588addce4e,True,3,3,normal,32,vinbigdata_subset_dicom_part_032.zip,package_manifest_validated_by_train_csv_and_dicom_inventory,True
00e25f831ccd21bd41b558cfccbf1be7,True,3,3,normal,32,vinbigdata_subset_dicom_part_032.zip,package_manifest_validated_by_train_csv_and_dicom_inventory,True
015d74d7d2667a9b93b8909283af38c8,True,3,3,normal,32,vinbigdata_subset_dicom_part_032.zip,package_manifest_validated_by_train_csv_and_dicom_inventory,True
01892129d76aaa1f59d4b22df8a14c0b,True,3,3,normal,32,vinbigdata_subset_dicom_part_032.zip,package_manifest_validated_by_train_csv_and_dicom_inventory,True
02cbfa27d9e4b1d8c279932cd82e0730,True,3,3,normal,32,vinbigdata_subset_dicom_part_032.zip,package_manifest_validated_by_train_csv_and_dicom_inventory,True
032111ac5bb2e0cbb9a22745a77eef8f,True,3,3,normal,32,vinbigdata_subset_dicom_part_032.zip,package_manifest_validated_by_train_csv_and_dicom_inventory,True
036161ca6aa4daa43cc3bc55602e8960,True,3,3,normal,32,vinbigdata_subset_dicom_part_032.zip,package_manifest_validated_by_train_csv_and_dicom_inventory,True
041664dfb960a15686d7e9c4c7b4fd73,True,3,3,normal,32,vinbigdata_subset_dicom_part_032.zip,package_manifest_validated_by_train_csv_and_dicom_inventory,True
0424e80c4f0cae6ea9e65efeed75d5d0,True,3,3,normal,32,vinbigdata_subset_dicom_part_032.zip,package_manifest_validated_by_train_csv_and_dicom_inventory,True
04e78baf5f049a01b6b4f9a14f0b7c78,True,3,3,normal,32,vinbigdata_subset_dicom_part_032.zip,package_manifest_validated_by_train_csv_and_dicom_inventory,True
063319de25ce7edb9b1c6b8881290140,True,3,3,normal,32,vinbigdata_subset_dicom_part_032.zip,package_manifest_validated_by_train_csv_and_dicom_inventory,True
07e5378ad3928091c08dded1f6b5353d,True,3,3,normal,32,vinbigdata_subset_dicom_part_032.zip,package_manifest_validated_by_train_csv_and_dicom_inventory,True
089a1c26766c10e2d8c4cdb86ed769dc,True,3,3,normal,32,vinbigdata_subset_dicom_part_032.zip,package_manifest_validated_by_train_csv_and_dicom_inventory,True
09ebaedff630f8fa4d5d752f0beb34f2,True,3,3,normal,32,vinbigdata_subset_dicom_part_032.zip,package_manifest_validated_by_train_csv_and_dicom_inventory,True
0a475ad0b37bba0c638bbbe2ee5d355d,True,3,3,normal,32,vinbigdata_subset_dicom_part_032.zip,package_manifest_validated_by_train_csv_and_dicom_inventory,True
0a695a94168b32705b91779586c6b2e7,True,3,3,normal,32,vinbigdata_subset_dicom_part_032.zip,package_manifest_validated_by_train_csv_and_dicom_inventory,True
0ad98c531de3616cc63a92d6cf871494,True,3,3,normal,32,vinbigdata_subset_dicom_part_032.zip,package_manifest_validated_by_train_csv_and_dicom_inventory,True
0b36cce0b170c34b8c11fd15b42324b2,True,3,3,normal,32,vinbigdata_subset_dicom_part_032.zip,package_manifest_validated_by_train_csv_and_dicom_inventory,True
0c4a6bc602d1d207f217212c68a7131b,True,3,3,normal,32,vinbigdata_subset_dicom_part_032.zip,package_manifest_validated_by_train_csv_and_dicom_inventory,True
0cd291c189895fbdcc14f4d36e1abc81,True,3,3,normal,32,vinbigdata_subset_dicom_part_032.zip,package_manifest_validated_by_train_csv_and_dicom_inventory,True
0cf8dd905fb4f2f876eb241bf67add40,True,3,3,normal,32,vinbigdata_subset_dicom_part_032.zip,package_manifest_validated_by_train_csv_and_dicom_inventory,True
0d0e4dbe84356f8ec4a4ff7616b4850f,True,3,3,normal,32,vinbigdata_subset_dicom_part_032.zip,package_manifest_validated_by_train_csv_and_dicom_inventory,True
0ec4947d689af2a94cc913b312368279,True,3,3,normal,32,vinbigdata_subset_dicom_part_032.zip,package_manifest_validated_by_train_csv_and_dicom_inventory,True
0f8a78e1090c840b4455772fe92d7586,True,3,3,normal,32,vinbigdata_subset_dicom_part_032.zip,package_manifest_validated_by_train_csv_and_dicom_inventory,True
0fb6d9a425117670ba7c249b35523434,True,3,3,normal,32,vinbigdata_subset_dicom_part_032.zip,package_manifest_validated_by_train_csv_and_dicom_inventory,True
101d984c4172312c93efdd42e37e203b,True,3,3,normal,32,vinbigdata_subset_dicom_part_032.zip,package_manifest_validated_by_train_csv_and_dicom_inventory,True
101f2420808891cab10b4b2f0c1d2875,True,3,3,normal,32,vinbigdata_subset_dicom_part_032.zip,package_manifest_validated_by_train_csv_and_dicom_inventory,True
107d7671377160a4a5d708849ed5d331,True,3,3,normal,32,vinbigdata_subset_dicom_part_032.zip,package_manifest_validated_by_train_csv_and_dicom_inventory,True
112db7d495906f3358852756a87a4bbf,True,3,3,normal,32,vinbigdata_subset_dicom_part_032.zip,package_manifest_validated_by_train_csv_and_dicom_inventory,True
11b47878746ba8728eda0f9eed048639,True,3,3,normal,32,vinbigdata_subset_dicom_part_032.zip,package_manifest_validated_by_train_csv_and_dicom_inventory,True
11cfa1a5b04bd1eaa319d08cdb308bb9,True,3,3,normal,32,vinbigdata_subset_dicom_part_032.zip,package_manifest_validated_by_train_csv_and_dicom_inventory,True
12735a3e6ae44fe59babe2a618dbc450,True,3,3,normal,32,vinbigdata_subset_dicom_part_032.zip,package_manifest_validated_by_train_csv_and_dicom_inventory,True
13183cb48b0aae02e88c3f45547d393a,True,3,3,normal,32,vinbigdata_subset_dicom_part_032.zip,package_manifest_validated_by_train_csv_and_dicom_inventory,True
144e272e04daf6ac8d36548ea766da37,True,3,3,normal,32,vinbigdata_subset_dicom_part_032.zip,package_manifest_validated_by_train_csv_and_dicom_inventory,True
14783d2f57f9c689d827892bbe112cb8,True,3,3,normal,32,vinbigdata_subset_dicom_part_032.zip,package_manifest_validated_by_train_csv_and_dicom_inventory,True
14877acfaf8e3b25d9f089e15887c20d,True,3,3,normal,32,vinbigdata_subset_dicom_part_032.zip,package_manifest_validated_by_train_csv_and_dicom_inventory,True
15f016248709de49e2b725bda5cdd787,True,3,3,normal,32,vinbigdata_subset_dicom_part_032.zip,package_manifest_validated_by_train_csv_and_dicom_inventory,True
1688c69504b9fd2179225d4b03e677c0,True,3,3,normal,32,vinbigdata_subset_dicom_part_032.zip,package_manifest_validated_by_train_csv_and_dicom_inventory,True
171c5e2bbf7f95d2fb60a8bd81dc9d37,True,3,3,normal,32,vinbigdata_subset_dicom_part_032.zip,package_manifest_validated_by_train_csv_and_dicom_inventory,True
1734a9172a7aa8106b1f32bf7b280e28,True,3,3,normal,32,vinbigdata_subset_dicom_part_032.zip,package_manifest_validated_by_train_csv_and_dicom_inventory,True
179c892993a09dd56d4d09be53489d74,True,3,3,normal,32,vinbigdata_subset_dicom_part_032.zip,package_manifest_validated_by_train_csv_and_dicom_inventory,True
17c2cd33dd23c4ae46c9738e3c346531,True,3,3,normal,32,vinbigdata_subset_dicom_part_032.zip,package_manifest_validated_by_train_csv_and_dicom_inventory,True
